ACCOUNTNO,SUBNAME,SITUS,AYB,PRIMARYIMP,EXT CONDITION,INT CONDITION,TAXYEAR,SumOfRAWASSESSEDVALUE,SumOfACTUALVALUE,ATTRIBUTETYPE,ATTRIBUTESUBTYPE
R040930,"CRESTED BUTTE (TOWN OF), HAYES TOWNHOMES","1  SEVENTH ST UNIT B, CRESTED BUTTE, CO 81224",2000,1,Average,,2025,59230,947680,VIEWS,SCENIC OR ABOVE AVERAGE
R040931,WHETSTONE VISTA,"130  WHETSTONE VISTA DR, SKYLAND AREA, CO 81224",2002,1,Very Good,Very Good,2025,298740,4779800,VIEWS,PANORAMIC OR OUTSTANDING
R040935,WHETSTONE VISTA,"66  WHETSTONE VISTA DR, SKYLAND AREA, CO 81224",2019,1,Excellent,Excellent,2025,257010,4112230,VIEWS,TYPICAL OR AVERAGE
R040950,PITCHFORK,"202  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2018,1,Very Good,Very Good,2025,125690,2011050,VIEWS,TYPICAL OR AVERAGE
R040952,PITCHFORK,"204  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2004,1,Good,Average,2025,90180,1442850,VIEWS,TYPICAL OR AVERAGE
R040953,PITCHFORK,"206  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,Average,2025,107600,1721570,VIEWS,TYPICAL OR AVERAGE
R040955,PITCHFORK,"105  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,,2025,81280,1300420,VIEWS,TYPICAL OR AVERAGE
R040956,PITCHFORK,"103  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,,2025,32030,512480,VIEWS,TYPICAL OR AVERAGE
R040957,PITCHFORK,"101  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,,2025,57680,922970,VIEWS,TYPICAL OR AVERAGE
R040959,PITCHFORK,"503  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,70140,1122350,VIEWS,TYPICAL OR AVERAGE
R040960,PITCHFORK,"501  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Good,Good,2025,75220,1203610,VIEWS,TYPICAL OR AVERAGE
R040961,PITCHFORK,"205  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,,2025,71570,1145120,VIEWS,TYPICAL OR AVERAGE
R040962,PITCHFORK,"103  TINCUP DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,Average,2025,75050,1200810,VIEWS,TYPICAL OR AVERAGE
R040963,PITCHFORK,"101  TINCUP DR, MT CRESTED BUTTE, CO 81225",2003,1,Good,Good,2025,82480,1319610,VIEWS,TYPICAL OR AVERAGE
R040965,PITCHFORK,"201  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,,2025,58280,932360,VIEWS,TYPICAL OR AVERAGE
R040967,PITCHFORK,"207  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,48810,781030,VIEWS,TYPICAL OR AVERAGE
R040968,PITCHFORK,"409  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2004,1,Average,,2025,58750,940070,VIEWS,TYPICAL OR AVERAGE
R040969,PITCHFORK,"407  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,39930,638850,VIEWS,TYPICAL OR AVERAGE
R040970,PITCHFORK,"405  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Good,,2025,38240,611800,VIEWS,TYPICAL OR AVERAGE
R040971,PITCHFORK,"403  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2004,1,Average,,2025,60120,961880,VIEWS,TYPICAL OR AVERAGE
R040972,PITCHFORK,"401  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2005,1,Good,,2025,85090,1361400,VIEWS,SCENIC OR ABOVE AVERAGE
R040973,PITCHFORK,"307  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2004,1,Average,,2025,42200,675220,VIEWS,TYPICAL OR AVERAGE
R040974,PITCHFORK,"305  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,,2025,42710,683340,VIEWS,TYPICAL OR AVERAGE
R040975,PITCHFORK,"303  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Good,Good,2025,54820,877170,VIEWS,SCENIC OR ABOVE AVERAGE
R040976,PITCHFORK,"301  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2004,1,Average,Good,2025,64290,1028730,VIEWS,TYPICAL OR AVERAGE
R040977,PITCHFORK,"102  TINCUP DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,38900,622310,VIEWS,TYPICAL OR AVERAGE
R040979,PITCHFORK,"106  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2004,1,Very Good,,2025,87970,1407530,VIEWS,SCENIC OR ABOVE AVERAGE
R040980,PITCHFORK,"104  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,Average,2025,69740,1115840,VIEWS,SCENIC OR ABOVE AVERAGE
R040981,PITCHFORK,"102  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2004,1,Good,,2025,77090,1233390,VIEWS,SCENIC OR ABOVE AVERAGE
R040984,PITCHFORK,"104  BIG SKY DR, MT CRESTED BUTTE, CO 81225",2004,1,Average,,2025,75400,1206460,VIEWS,TYPICAL OR AVERAGE
R040985,PITCHFORK,"106  BIG SKY DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,,2025,75210,1203380,VIEWS,TYPICAL OR AVERAGE
R040986,PITCHFORK,"108  BIG SKY DR, MT CRESTED BUTTE, CO 81225",2005,1,Average,,2025,76500,1224020,VIEWS,TYPICAL OR AVERAGE
R040988,PITCHFORK,"116  BIG SKY DR, MT CRESTED BUTTE, CO 81225",2007,1,Very Good,,2025,87890,1406120,VIEWS,TYPICAL OR AVERAGE
R040989,PITCHFORK,"118  BIG SKY DR, MT CRESTED BUTTE, CO 81224",2002,1,Average,,2025,75220,1203500,VIEWS,TYPICAL OR AVERAGE
R040990,PITCHFORK,"120  BIG SKY DR, MT CRESTED BUTTE, CO 81225",2012,1,Good,Good,2025,88150,1410340,VIEWS,SCENIC OR ABOVE AVERAGE
R040995,PITCHFORK,"410  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2002,1,Good,Good,2025,58510,936260,VIEWS,SCENIC OR ABOVE AVERAGE
R040996,PITCHFORK,"408  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,,2025,59430,950850,VIEWS,SCENIC OR ABOVE AVERAGE
R040997,PITCHFORK,"404  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,,2025,60100,961500,VIEWS,SCENIC OR ABOVE AVERAGE
R040998,PITCHFORK,"402  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2003,1,Average,,2025,61480,983580,VIEWS,SCENIC OR ABOVE AVERAGE
R040999,PITCHFORK,"400  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2007,1,Good,Good,2025,72000,1152110,VIEWS,PANORAMIC OR OUTSTANDING
R041000,PITCHFORK,"316  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2020,1,Excellent,Excellent,2025,95560,1528870,VIEWS,PANORAMIC OR OUTSTANDING
R041002,PITCHFORK,"312  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2013,1,Very Good,Good,2025,89770,1436430,VIEWS,SCENIC OR ABOVE AVERAGE
R041003,PITCHFORK,"308  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2005,1,Average,,2025,62760,1004230,VIEWS,SCENIC OR ABOVE AVERAGE
R041004,PITCHFORK,"306  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2005,1,Average,,2025,62150,994450,VIEWS,SCENIC OR ABOVE AVERAGE
R041005,PITCHFORK,"302  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2005,1,Good,,2025,66660,1066550,VIEWS,SCENIC OR ABOVE AVERAGE
R041006,PITCHFORK,"208  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,Average,2025,72250,1156060,VIEWS,SCENIC OR ABOVE AVERAGE
R041007,PITCHFORK,"206  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,63510,1016150,VIEWS,SCENIC OR ABOVE AVERAGE
R041008,PITCHFORK,"204  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,59740,955960,VIEWS,SCENIC OR ABOVE AVERAGE
R041009,PITCHFORK,"304  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2005,1,Very Good,,2025,71540,1144660,VIEWS,SCENIC OR ABOVE AVERAGE
R041010,PITCHFORK,"202  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,Average,2025,63080,1009370,VIEWS,SCENIC OR ABOVE AVERAGE
R041018,VERZUH RANCH ANNEXATION,"809  ELK AVE, CRESTED BUTTE, CO 81224",2014,1,Good,Good,2025,297530,4760590,VIEWS,PANORAMIC OR OUTSTANDING
R041022,GUNNISON RANCH (AKA ROMER TRACTS),"ARMITAGE SPRINGS RD, WILLOW CREEK DRAINAGE, CO",2015,1,Average,,2025,2130,7890,VIEWS,PANORAMIC OR OUTSTANDING
R041034,MCCORMICK RANCH,"909  MCCORMICK RANCH RD, CRESTED BUTTE, CO",2004,1,Very Good,,2025,143840,2277580,VIEWS,TYPICAL OR AVERAGE
R041035,MCCORMICK RANCH,"1021  MCCORMICK RANCH RD, CRESTED BUTTE, CO",2024,1,Good,Good,2025,126030,1992650,VIEWS,PANORAMIC OR OUTSTANDING
R041036,MCCORMICK RANCH,"114  MCCORMICK RANCH RD, CRESTED BUTTE, CO",2023,1,Excellent,Excellent,2025,328580,5233270,VIEWS,PANORAMIC OR OUTSTANDING
R041041,VERZUH RANCH ANNEXATION,"EIGHTH ST, CRESTED BUTTE, CO 81224",2018,1,Excellent,,2025,18260,67640,VIEWS,PANORAMIC OR OUTSTANDING
R041043,VERZUH RANCH ANNEXATION,"813  ELK AVE, CRESTED BUTTE, CO 81224",2010,1,Very Good,Very Good,2025,188570,3017150,VIEWS,PANORAMIC OR OUTSTANDING
R041044,VERZUH RANCH ANNEXATION,"817  ELK AVE, CRESTED BUTTE, CO 81224",2013,1,Good,Good,2025,292900,4686400,VIEWS,PANORAMIC OR OUTSTANDING
R041045,VERZUH RANCH ANNEXATION,"821  ELK AVE, CRESTED BUTTE, CO 81224",2020,1,Very Good,,2025,321010,5136220,VIEWS,PANORAMIC OR OUTSTANDING
R041046,VERZUH RANCH ANNEXATION,"825  ELK AVE, CRESTED BUTTE, CO 81224",2016,1,Excellent,Excellent,2025,327860,5245840,VIEWS,PANORAMIC OR OUTSTANDING
R041047,VERZUH RANCH ANNEXATION,"829  ELK AVE, CRESTED BUTTE, CO 81224",2023,1,Excellent,,2025,264480,4231780,VIEWS,PANORAMIC OR OUTSTANDING
R041048,VERZUH RANCH ANNEXATION,"901  ELK AVE, CRESTED BUTTE, CO 81224",2006,1,Average,,2025,160850,2573680,VIEWS,PANORAMIC OR OUTSTANDING
R041049,VERZUH RANCH ANNEXATION,"905  ELK AVE, CRESTED BUTTE, CO 81224",2006,1,Average,Average,2025,189840,3037500,VIEWS,PANORAMIC OR OUTSTANDING
R041055,VERZUH RANCH ANNEXATION,"818  ELK AVE, CRESTED BUTTE, CO 81224",2004,1,Good,,2025,250560,4009020,VIEWS,TYPICAL OR AVERAGE
R041056,VERZUH RANCH ANNEXATION,"822  ELK AVE, CRESTED BUTTE, CO 81224",2004,1,Average,Good,2025,176080,2817320,VIEWS,TYPICAL OR AVERAGE
R041057,VERZUH RANCH ANNEXATION,"826  ELK AVE, CRESTED BUTTE, CO 81224",2008,1,Good,Good,2025,50970,815480,VIEWS,SCENIC OR ABOVE AVERAGE
R041058,VERZUH RANCH ANNEXATION,"830  ELK AVE, CRESTED BUTTE, CO 81224",2003,1,Average,,2025,153890,2462160,VIEWS,TYPICAL OR AVERAGE
R041059,VERZUH RANCH ANNEXATION,"402  NINTH ST, CRESTED BUTTE, CO 81224",2018,1,Excellent,Excellent,2025,394180,6306850,VIEWS,PANORAMIC OR OUTSTANDING
R041060,VERZUH RANCH ANNEXATION,"408  NINTH ST, CRESTED BUTTE, CO 81224",2022,1,Excellent,,2025,366970,5871490,VIEWS,PANORAMIC OR OUTSTANDING
R041061,VERZUH RANCH ANNEXATION,"414  NINTH ST, CRESTED BUTTE, CO 81224",2020,1,Excellent,Excellent,2025,367590,5881430,VIEWS,PANORAMIC OR OUTSTANDING
R041062,VERZUH RANCH ANNEXATION,"418  NINTH ST, CRESTED BUTTE, CO 81224",2007,1,Good,Good,2025,304270,4868210,VIEWS,PANORAMIC OR OUTSTANDING
R041064,VERZUH RANCH ANNEXATION,"809  SOPRIS AVE, CRESTED BUTTE, CO 81224",2004,1,Average,Average,2025,140060,2240950,VIEWS,SCENIC OR ABOVE AVERAGE
R041065,VERZUH RANCH ANNEXATION,"813  SOPRIS AVE, CRESTED BUTTE, CO 81224",2007,1,Good,,2025,150340,2405470,VIEWS,TYPICAL OR AVERAGE
R041066,VERZUH RANCH ANNEXATION,"817  SOPRIS AVE, CRESTED BUTTE, CO 81224",2014,1,Average,,2025,37740,603790,VIEWS,TYPICAL OR AVERAGE
R041067,VERZUH RANCH ANNEXATION,"821  SOPRIS AVE, CRESTED BUTTE, CO 81224",2003,1,Very Good,Very Good,2025,208480,3335610,VIEWS,TYPICAL OR AVERAGE
R041068,VERZUH RANCH ANNEXATION,"823  SOPRIS AVE, CRESTED BUTTE, CO 81224",2015,1,Very Good,Very Good,2025,272650,4362370,VIEWS,TYPICAL OR AVERAGE
R041069,VERZUH RANCH ANNEXATION,"829  SOPRIS AVE, CRESTED BUTTE, CO 81224",2015,1,Very Good,Very Good,2025,231470,3703510,VIEWS,TYPICAL OR AVERAGE
R041070,VERZUH RANCH ANNEXATION,"502  NINTH ST, CRESTED BUTTE, CO 81224",2006,1,Average,Average,2025,278710,4459350,VIEWS,PANORAMIC OR OUTSTANDING
R041071,VERZUH RANCH ANNEXATION,"508  NINTH ST, CRESTED BUTTE, CO 81224",2017,1,Very Good,,2025,380880,6094060,VIEWS,PANORAMIC OR OUTSTANDING
R041073,VERZUH RANCH ANNEXATION,"518  NINTH ST, CRESTED BUTTE, CO 81224",2013,1,Very Good,Very Good,2025,481390,7702200,VIEWS,PANORAMIC OR OUTSTANDING
R041074,VERZUH RANCH ANNEXATION,"830  SOPRIS AVE, CRESTED BUTTE, CO 81224",2002,1,Very Good,Very Good,2025,221790,3548570,VIEWS,TYPICAL OR AVERAGE
R041075,VERZUH RANCH ANNEXATION,"828  SOPRIS AVE, CRESTED BUTTE, CO 81224",2011,1,Good,Good,2025,25700,411200,VIEWS,TYPICAL OR AVERAGE
R041076,VERZUH RANCH ANNEXATION,"818  SOPRIS AVE, CRESTED BUTTE, CO 81224",2010,1,Very Good,Very Good,2025,179570,2873090,VIEWS,TYPICAL OR AVERAGE
R041077,VERZUH RANCH ANNEXATION,"822  SOPRIS AVE, CRESTED BUTTE, CO 81224",2013,1,Good,Excellent,2025,305520,4888310,VIEWS,TYPICAL OR AVERAGE
R041078,VERZUH RANCH ANNEXATION,"814  SOPRIS AVE, CRESTED BUTTE, CO 81224",2002,1,Average,,2025,160390,2566210,VIEWS,TYPICAL OR AVERAGE
R041082,VERZUH RANCH ANNEXATION,"809  WHITEROCK AVE, CRESTED BUTTE, CO 81224",2002,1,Average,,2025,164880,2638100,VIEWS,TYPICAL OR AVERAGE
R041083,VERZUH RANCH ANNEXATION,"813  WHITEROCK AVE, CRESTED BUTTE, CO 81224",2004,1,Average,,2025,29040,464580,VIEWS,TYPICAL OR AVERAGE
R041084,VERZUH RANCH ANNEXATION,"817  WHITEROCK AVE, CRESTED BUTTE, CO 81224",2014,1,Good,Good,2025,248440,3974990,VIEWS,TYPICAL OR AVERAGE
R041087,VERZUH RANCH ANNEXATION,"829  WHITEROCK AVE, CRESTED BUTTE, CO 81224",2018,1,Excellent,Excellent,2025,303980,4863700,VIEWS,SCENIC OR ABOVE AVERAGE
R041088,VERZUH RANCH ANNEXATION,"830  WHITEROCK AVE, CRESTED BUTTE, CO 81224",2002,1,Good,,2025,224380,3590110,VIEWS,TYPICAL OR AVERAGE
R041089,VERZUH RANCH ANNEXATION,"826  WHITEROCK AVE, CRESTED BUTTE, CO 81224",2004,1,Average,Average,2025,58800,940740,VIEWS,SCENIC OR ABOVE AVERAGE
R041090,VERZUH RANCH ANNEXATION,"822  WHITEROCK AVE, CRESTED BUTTE, CO 81224",2004,1,Very Good,Very Good,2025,216670,3466630,VIEWS,TYPICAL OR AVERAGE
R041091,VERZUH RANCH ANNEXATION,"818  WHITEROCK AVE, CRESTED BUTTE, CO 81224",2011,1,Very Good,Very Good,2025,230140,3682220,VIEWS,TYPICAL OR AVERAGE
R041092,VERZUH RANCH ANNEXATION,"814  WHITEROCK AVE, CRESTED BUTTE, CO 81224",1910,1,Average,Average,2025,40300,644870,VIEWS,TYPICAL OR AVERAGE
R041096,VERZUH RANCH ANNEXATION,"606  NINTH ST, CRESTED BUTTE, CO 81224",2015,1,Very Good,Very Good,2025,364200,5827210,VIEWS,PANORAMIC OR OUTSTANDING
R041097,VERZUH RANCH ANNEXATION,"610  NINTH ST, CRESTED BUTTE, CO 81224",2022,1,Excellent,,2025,316140,5058280,VIEWS,SCENIC OR ABOVE AVERAGE
R041098,VERZUH RANCH ANNEXATION,"614  NINTH ST, CRESTED BUTTE, CO 81224",2006,1,Average,Average,2025,33850,541570,VIEWS,TYPICAL OR AVERAGE
R041100,VERZUH RANCH ANNEXATION,"931  BELLEVIEW AVE, CRESTED BUTTE, CO 81224",2017,1,Excellent,Excellent,2025,378070,6049060,VIEWS,PANORAMIC OR OUTSTANDING
R041101,VERZUH RANCH ANNEXATION,"927  BELLEVIEW AVE, CRESTED BUTTE, CO 81224",2020,1,Excellent,Excellent,2025,307150,4914450,VIEWS,PANORAMIC OR OUTSTANDING
R041103,VERZUH RANCH ANNEXATION,"919  BELLEVIEW AVE, CRESTED BUTTE, CO 81224",2015,1,Very Good,Very Good,2025,350690,5611030,VIEWS,SCENIC OR ABOVE AVERAGE
R041104,VERZUH RANCH ANNEXATION,"915  BELLEVIEW AVE, CRESTED BUTTE, CO 81224",2019,1,Excellent,Excellent,2025,317180,5074770,VIEWS,SCENIC OR ABOVE AVERAGE
R041105,VERZUH RANCH ANNEXATION,"BELLEVIEW AVE, CRESTED BUTTE, CO 81224",2024,1,Excellent,,2025,195560,3128940,VIEWS,SCENIC OR ABOVE AVERAGE
R041106,VERZUH RANCH ANNEXATION,"926  BELLEVIEW AVE, CRESTED BUTTE, CO 81224",2015,1,Good,,2025,319460,5111310,VIEWS,SCENIC OR ABOVE AVERAGE
R041107,VERZUH RANCH ANNEXATION,"922  BELLEVIEW AVE, CRESTED BUTTE, CO 81224",2020,1,Excellent,Excellent,2025,339650,5434280,VIEWS,SCENIC OR ABOVE AVERAGE
R041108,VERZUH RANCH ANNEXATION,"918  BELLEVIEW AVE, CRESTED BUTTE, CO 81224",2021,1,Excellent,Excellent,2025,370320,5924990,VIEWS,SCENIC OR ABOVE AVERAGE
R041109,VERZUH RANCH ANNEXATION,"914  BELLEVIEW AVE, CRESTED BUTTE, CO 81224",2013,1,Excellent,Excellent,2025,288390,4614190,VIEWS,SCENIC OR ABOVE AVERAGE
R041111,VERZUH RANCH ANNEXATION,"706  NINTH ST, CRESTED BUTTE, CO 81224",2003,1,Average,,2025,57120,913940,VIEWS,TYPICAL OR AVERAGE
R041113,VERZUH RANCH ANNEXATION,"714  NINTH ST, CRESTED BUTTE, CO 81224",2006,1,Good,Good,2025,235700,3771130,VIEWS,SCENIC OR ABOVE AVERAGE
R041114,VERZUH RANCH ANNEXATION,"718  NINTH ST, CRESTED BUTTE, CO 81224",2004,1,Average,Average,2025,152260,2436110,VIEWS,SCENIC OR ABOVE AVERAGE
R041129,"CRESTED BUTTE (TOWN OF), GREENRIDGE TOWNHOUSES","420  WHITEROCK AVE UNIT 1, CRESTED BUTTE, CO 81224",2000,1,Average,,2025,75890,1214230,VIEWS,TYPICAL OR AVERAGE
R041130,"CRESTED BUTTE (TOWN OF), GREENRIDGE TOWNHOUSES","420  WHITEROCK AVE UNIT 2, CRESTED BUTTE, CO 81224",2000,1,Average,,2025,77030,1232500,VIEWS,TYPICAL OR AVERAGE
R041131,RAGGED MEADOW,"223  RIVER RD, MARBLE, CO",2024,1,Excellent,,2025,92690,1483110,VIEWS,SCENIC OR ABOVE AVERAGE
R041132,RAGGED MEADOW,"318  PINE ST, MARBLE, CO 81623",2002,1,Average,,2025,184820,1853730,VIEWS,PANORAMIC OR OUTSTANDING
R041149,RED MOUNTAIN RANCH PHASE 2A,"450  OVERSTEEG GULCH RD, UPPER EAST RIVER VALLEY, CO",2007,1,Good,,2025,99840,1597380,VIEWS,LIMITED OR BELOW AVERAGE
R041150,RED MOUNTAIN RANCH PHASE 2A,"377  OVERSTEEG GULCH RD, UPPER EAST RIVER VALLEY, CO",2013,1,Excellent,Very Good,2025,287130,4594030,VIEWS,SCENIC OR ABOVE AVERAGE
R041151,RED MOUNTAIN RANCH PHASE 2A,"1377  RED MOUNTAIN RANCH RD, UPPER EAST RIVER VALLEY, CO",2013,1,Very Good,Very Good,2025,318800,5100810,VIEWS,SCENIC OR ABOVE AVERAGE
R041190,TINCUP (TOWN OF),"16  OAK ST, TINCUP AREA, CO",2019,1,Excellent,,2025,21200,78500,VIEWS,TYPICAL OR AVERAGE
R041191,TINCUP (TOWN OF),"12  OAK ST, TINCUP AREA, CO",2001,1,Average,Average,2025,25070,401210,VIEWS,SCENIC OR ABOVE AVERAGE
R041193,TINCUP (TOWN OF),"15 N GRAND AVE, TINCUP AREA, CO",2015,1,Excellent,Good,2025,64940,1039020,VIEWS,TYPICAL OR AVERAGE
R041198,FLORESTA TRACTS,"23111  COUNTY ROAD 730, FLORESTA, CO",2007,1,Good,Good,2025,168770,2692100,VIEWS,SCENIC OR ABOVE AVERAGE
R041288,WILDER ON THE TAYLOR - PHASE 1,"400  WILDWATER RD, TAYLOR RIVER CANYON, CO",2015,1,Excellent,Very Good,2025,158550,2464310,VIEWS,SCENIC OR ABOVE AVERAGE
R041317,WILDER ON THE TAYLOR - PHASE 1,"50  WILDER MOUNTAIN RD, TAYLOR RIVER CANYON, CO",1989,1,Average,Average,2025,71260,1109190,VIEWS,SCENIC OR ABOVE AVERAGE
R041319,WEST GUNNISON,"420 S 12TH ST, GUNNISON, CO 81230",2000,1,Average,,2025,10030,160600,VIEWS,TYPICAL OR AVERAGE
R041367,"CRESTED BUTTE SOUTH F 1,2,3,4, PARK VISTA CONDOMINIUMS","509  TEOCALLI RD UNIT A, CRESTED BUTTE SOUTH, CO 81224",2000,1,Average,,2025,54030,864540,VIEWS,TYPICAL OR AVERAGE
R041368,"CRESTED BUTTE SOUTH F 1,2,3,4, PARK VISTA CONDOMINIUMS","509  TEOCALLI RD UNIT B, CRESTED BUTTE SOUTH, CO 81224",2000,1,Average,,2025,49050,784890,VIEWS,TYPICAL OR AVERAGE
R041371,MOUNTAINEER TOWNHOMES,"103  MOUNTAINEER DR, GUNNISON, CO 81230",2005,1,Average,,2025,27930,446900,VIEWS,TYPICAL OR AVERAGE
R041372,MOUNTAINEER TOWNHOMES,"105  MOUNTAINEER DR, GUNNISON, CO 81230",2006,1,Average,,2025,28070,449090,VIEWS,TYPICAL OR AVERAGE
R041374,MOUNTAINEER TOWNHOMES,"109  MOUNTAINEER DR, GUNNISON, CO 81230",2006,1,Average,,2025,29180,466980,VIEWS,TYPICAL OR AVERAGE
R041375,MOUNTAINEER TOWNHOMES,"111  MOUNTAINEER DR, GUNNISON, CO",2006,1,Average,,2025,28070,449090,VIEWS,TYPICAL OR AVERAGE
R041376,MOUNTAINEER TOWNHOMES,"108  MOUNTAINEER DR, GUNNISON, CO 81230",2006,1,Average,,2025,28750,459970,VIEWS,SCENIC OR ABOVE AVERAGE
R041378,MOUNTAINEER TOWNHOMES,"112  MOUNTAINEER DR, GUNNISON, CO 81230",2004,1,Average,,2025,27810,444940,VIEWS,TYPICAL OR AVERAGE
R041380,MOUNTAINEER TOWNHOMES,"117  MOUNTAINEER DR, GUNNISON, CO 81230",2004,1,Average,,2025,28000,448080,VIEWS,TYPICAL OR AVERAGE
R041381,MOUNTAINEER TOWNHOMES,"115  MOUNTAINEER DR, GUNNISON, CO 81230",2005,1,Average,,2025,29890,478270,VIEWS,TYPICAL OR AVERAGE
R041383,MOUNTAINEER TOWNHOMES,"106  MOUNTAINEER DR, GUNNISON, CO 81230",2005,1,Average,,2025,27930,446900,VIEWS,TYPICAL OR AVERAGE
R041384,MOUNTAINEER TOWNHOMES,"104  MOUNTAINEER DR, GUNNISON, CO 81230",2005,1,Average,,2025,27930,446900,VIEWS,TYPICAL OR AVERAGE
R041387,SPRING MEADOWS SUBD,"325  SPRING MEADOWS TRL, GUNNISON, CO",2000,1,Average,Average,2025,80320,1285050,VIEWS,TYPICAL OR AVERAGE
R041388,GUNNISON RIVER FILING 2,"128  CHINOOK TRL, GUNNISON, CO 81230",2001,1,Average,Average,2025,33600,537710,VIEWS,SCENIC OR ABOVE AVERAGE
R041391,"EAGLE COVE TOWNHOMES, WEST GUNNISON, WEST GUNNISON (W. GUNN SANITATION)","1410 W GUNNISON AVE UNIT 101, GUNNISON, CO 81230",1999,1,Average,,2025,31630,506160,VIEWS,TYPICAL OR AVERAGE
R041392,"EAGLE COVE TOWNHOMES, WEST GUNNISON, WEST GUNNISON (W. GUNN SANITATION)","1410 W GUNNISON AVE UNIT 102, GUNNISON, CO 81230",1999,1,Average,,2025,31630,506110,VIEWS,TYPICAL OR AVERAGE
R041393,"EAGLE COVE TOWNHOMES, WEST GUNNISON, WEST GUNNISON (W. GUNN SANITATION)","1410 W GUNNISON AVE UNIT 103, GUNNISON, CO 81230",1999,1,Average,,2025,31630,506160,VIEWS,TYPICAL OR AVERAGE
R041396,DOS RIOS HOMESITES 2,"310  CAMINO DEL RIO, GUNNISON, CO 81230",2004,1,Average,,2025,95650,1530480,VIEWS,TYPICAL OR AVERAGE
R041401,"PITCHFORK, PITCHFORK TOWNHOMES ROCKING E BLDG","107  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,50120,801940,VIEWS,TYPICAL OR AVERAGE
R041402,"PITCHFORK, PITCHFORK TOWNHOMES ROCKING E BLDG","105  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,31710,507320,VIEWS,TYPICAL OR AVERAGE
R041403,"PITCHFORK, PITCHFORK TOWNHOMES ROCKING E BLDG","103  PITCHFORK DR, MT CRESTED BUTTE, CO 81224",2001,1,Average,,2025,31710,507320,VIEWS,TYPICAL OR AVERAGE
R041404,"PITCHFORK, PITCHFORK TOWNHOMES ROCKING E BLDG","101  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,50120,801940,VIEWS,SCENIC OR ABOVE AVERAGE
R041405,"PITCHFORK, PITCHFORK TOWNHOMES FLYING G BLDG","108  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,50120,801940,VIEWS,TYPICAL OR AVERAGE
R041407,"PITCHFORK, PITCHFORK TOWNHOMES FLYING G BLDG","106  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,31710,507320,VIEWS,TYPICAL OR AVERAGE
